campus,level,page,url,section,context,table_label,divider,item,student_type,cohort_year,cohort_rule,unit,amount,amount_text,column
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,,"Master of Social Work Criminal Record Check (vulnerable sector check, done for students prior to practicum with Children or vulnerable adults)",,,,,29,$29.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,,Master of Library and Information Studies Program Fee,,,,,224.5,$224.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,,Master of Archival Studies Program Fee,,,,,224.5,$224.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,,"PhD in Library, Archival, and Information Studies Program Fee",,,,,224.5,$224.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,,Dual Master of Archival Studies and Library and Information Studies Program Fee,,,,,379.5,$379.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Applied Science,B.A.Sc. Annual Professional Activities fee1,,,,,132.75,$132.75,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Applied Science,B.A.Sc. Biomedical Engineering (Years 2-4) Annual Program Fee2,,,,,795.75,$795.75,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Applied Science,Maximum Activity Fee for Graduate Certificate in Global Mine Waste Management,,,,,3445.75,"$3,445.75",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Applied Science,"M.Eng., International Option Professional Activity Fee",,,,,7282.75,"$7,282.75",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Applied Science,Visiting Students from National University of Singapore in equivalent M.S. program - Professional Activity Fee,,,,,3500,"$3,500.00",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,"Annual Incidental Fee (Bachelor of Dental Science degree in Dental Hygiene, Entry-to-Practice Year 1 to Year 4)",,,,,156,$156.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,"Dentistry, short-term visiting students",,,,,64.25,$64.25,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,Annual Incidental Fee (D.M.D. Year 1 to Year 4),,,,,2627,"$2,627.00",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,"Annual Clinic Fee (Bachelor of Dental Science degree in Dental Hygiene, Entry-to-Practice Year 1 to Year 4)",,,,,11651.5,"$11,651.50",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,Domestic Annual Clinic fee3,,,,,34622,"$34,622.00",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,"International Annual Clinic fee3,4",,,,,39902.5,"$39,902.50",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,Annual Patient Innovation Fee3,,,,,4368,"$4,368.00",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,Domestic Annual Clinic fee3,,,,,17309.75,"$17,309.75",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,International Annual Clinic Fee3,,,,,19950.5,"$19,950.50",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Dentistry,Annual Patient Innovation Fee3,,,,,2183.5,"$2,183.50",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Education,Criminal Records Review,,,,,51.25,$51.25,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Education,"- Records more than two, yet less than 11, years old",,,,,65.5,$65.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Education,- Records 11 years or older,,,,,132.75,$132.75,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Verification letter to be sent to a certification authority outside Canada:,"- Records more than two, yet less than 11, years old",,,,,132.75,$132.75,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Verification letter to be sent to a certification authority outside Canada:,- Records 11 years or older,,,,,267,$267.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Land and Food Systems,Annual Integrated Dietetics Program Administration Fee,,,,,2011.75,"$2,011.75",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Land and Food Systems,Graduate Certificate in Aquaculture Field Trip and Text book Fee,,,,,1124.5,"$1,124.50",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Land and Food Systems,Master of Food and Resource Economics Summer Program Fee,,,,,728.25,$728.25,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Bachelor of Medical Laboratory Science, Year 4, Lab manuals and course syllabi",,,,,104,$104.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Bachelor of Midwifery, Year 1, Program Fee",,,,,223.5,$223.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Bachelor of Midwifery, Year 2-4, Program Fee",,,,,98.5,$98.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Dean's Letter of Reference, single copy",,,,,55.25,$55.25,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Dean's Letter of Reference, additional copies processed at the same time",,,,,10.4,$10.40,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,Confirmation of Graduation form,,,,,10.4,$10.40,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,Faxing single copy: Canada and USA,,,,,10.4,$10.40,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,Faxing single copy: International,,,,,10.4,$10.40,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Health Administration Fee (one-time, applied to G.C.G.S.C.)",,,,,166.5,$166.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Science, Audiology or Speech Pathology, criminal record check (required by students to go on clinical placement)",,,,,29,$29.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Science, Audiology or Speech Pathology, Printing Fees",,,,,20.5,$20.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Science, Audiology or Speech Pathology, Identification Badge for clinical placements",,,,,31,$31.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Science, Audiology, Year 1, Lab Supplies",,,,,393,$393.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Science, Audiology, 1 year Simucase License",,,,,114,$114.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Science, Speech Language Pathology, 2 years Simucase License",,,,,228.5,$228.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Science, Speech Language Pathology, Lab supplies, SLP Tests, software",,,,,278.5,$278.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Occupational Therapy, Year 1, Program Fee",,,,,755.25,$755.25,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Occupational Therapy, Year 2, Program Fee",,,,,486.75,$486.75,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Physical Therapy, Vancouver cohort and Fraser Valley cohort, Year 1, Program Fee",,,,,1307,"$1,307.00",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Physical Therapy, North cohort, Year 1, Program Fee",,,,,1118.75,"$1,118.75",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,"Master of Physical Therapy, all cohorts, Year 2, Lab Fee",,,,,208,$208.00,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,Non-credit activity course for visiting foreign medical students,,,,,334.5,$334.50,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,PHTH_V 580 Lab Fee,,,,,3472.75,"$3,472.75",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Medicine,Replacement ID cards,,,,,10.4,$10.40,
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Pharmaceutical Sciences,B.P.Sc. Years 2 to 4 lab fee,,,,,1722.25,"$1,722.25",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Pharmaceutical Sciences,PharmD Practice fee5,,,,,1242,"$1,242.00",
vancouver,,"Program, Course, and Faculty Fees",https://vancouver.calendar.ubc.ca/fees/program-course-and-faculty-fees,Faculty Fees,"[""Arts""]",Arts,Pharmaceutical Sciences,"Flexible PharmD Practice fee, Years 1 and 2",,,,,1242,"$1,242.00",
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,AMS Membership,,,,per_year,52.42,$52.42 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,AMS Membership,,,,per_year,52.42,$52.42 per year,Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,AMS Membership,,,,per_year,52.42,$52.42 per year,"Incoming Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Health and Dental Plan Fee2,,,,per_year,396.41,$396.41 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Student Aid Bursary,,,,per_year,12,$12.00 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Student Aid Bursary,,,,per_year,12,$12.00 per year,Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Student Aid Bursary,,,,per_year,12,$12.00 per year,"Incoming Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Student Services fee,,,,per_year,5,$5.00 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Student Services fee,,,,per_year,5,$5.00 per year,Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Athletics and Intramurals Fee,,,,per_year,21,$21.00 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,International Fee,,,,per_year,0.36,$0.36 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Ombudsperson Fee,,,,per_year,1.37,$1.37 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Sexual Assault Support Services Fee,,,,per_year,18.58,$18.58 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Clubs Benefit Fee,,,,per_year,0.87,$0.87 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Sustainable Food Access Fund Fee,,,,per_year,0.47,$0.47 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Student Legal Fund Fee,,,,per_year,1,$1.00 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Student Refugee (WUSC) Fee,,,,per_year,6.96,$6.96 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Capital Projects Fund Fee,,,,per_year,13.16,$13.16 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Capital Projects Fund Fee,,,,per_year,13.16,$13.16 per year,"Incoming Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,SUB Renewal Building Fee3,,,,per_year,100,$100.00 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,SUB Renewal Building Fee3,,,,per_year,100,$100.00 per year,"Incoming Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Climate Action Fee,,,,per_year,1.74,$1.74 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Climate Action Fee,,,,per_year,1.74,$1.74 per year,Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,U-Pass4,,,,per_term,191.4,$191.40 per term,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,U-Pass4,,,,per_term,191.4,$191.40 per term,Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,U-Pass4,,,,per_term,191.4,$191.40 per term,"Incoming Exchange, Visiting Graduate, or UBC Okanagan Campus Students1"
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Indigenous Student Fund Fee,,,,per_year,1.18,$1.18 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,New Recreation Centre Fee,,,,per_year,25,$25.00 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Permanent Thrift Shop on Campus Fee,,,,per_year,1.18,$1.18 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,AMS Resource Groups,,,,per_year,2.14,$2.14 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Bike Kitchen Fee,,,,per_year,4.52,$4.52 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,CiTR Fee,,,,per_year,7.12,$7.12 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,CiTR Fee,,,,per_year,7.12,$7.12 per year,Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Campus Culture and Performance Fee,,,,per_year,4,$4.00 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Ubyssey Publication Fee,,,,per_year,8.55,$8.55 per year,Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Ubyssey Publication Fee,,,,per_year,8.55,$8.55 per year,Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Graduating Class Fee5,,,,,3,$3.00 (in final year only for undergraduate students),Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,General Student Fees Established and Approved by a Student Society,[],Student Fee,,Graduating Class Fee5,,,,,3,$3.00 (in final year only for undergraduate students),Online-only Active Members
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Arts (B.A. (non-Econ)1, B.M.S., B.F.A., and diploma programs)",,,,per_year,22.94,$22.94,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Arts Student Centre Building Fee (B.A.1, B.M.S., and B.F.A.)",,,,,31.77,$31.77,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Commerce (B.Com.),,,,per_year,297.64,$297.64,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Commerce Renovation Fee,,,,,40,$40.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Applied Science (B.A.Sc.)1,,,,per_year,55.29,$55.29,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Dental Hygiene (B.D.Sc.),,,,,115,$115.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Economics (B.A. with Econ specialization, B.I.E.)",,,,per_year,40.84,$40.84,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Education (B.Ed., DEDU)",,,,,20,$20.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Architecture (B.End., B.Des.)",,,,per_year,350,$350.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Forestry (B.S.F., B.Sc. (Forest Sciences), B.Sc. (Natural Resource Conservation), B.Sc. (Global Resources), B.Sc. (Wood Products)",,,,,50,$50.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Kinesiology (B.H.K. or B.Kin.),,,,per_year,41,$41.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Kinesiology Gateway Building Fee (B.H.K. or B.Kin.),,,,,50,$50.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Land and Food Systems (Agriculture) (B.Sc. degrees),,,,per_year,41,$41.00,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,"Law (J.D., LL.B., J.D.M.B.A.)",,,,,151.11,$151.11,Student Fee per year
vancouver,,Student Fees Established and Approved by a Student Society,https://vancouver.calendar.ubc.ca/fees/student-fees/student-fees-established-and-approved-student-society,Undergraduate Student Fees Established and Approved by a Student Society,[],,,Medicine Years 1 & 2 (M.D.),,,,per_year,58,$58.00,Student Fee per year
