campus,level,page,url,section,context,table_label,divider,item,student_type,cohort_year,cohort_rule,unit,amount,amount_text,column,program,applies_to,annual_at_30_credits
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2024S or 2024W,Instalment 1-7,domestic,2024,exactly,per_instalment,2429.35,"$2,429.35",Domestic fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2024S or 2024W,Instalment 1-7,international,2024,exactly,per_instalment,16590.21,"$16,590.21",International fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2024S or 2024W,Instalment 8-15,domestic,2024,exactly,per_instalment,1912.84,"$1,912.84",Domestic fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2024S or 2024W,Instalment 8-15,domestic,2024,exactly,per_instalment,873.89,$873.89,Domestic Continuing fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2024S or 2024W,Instalment 8-15,international,2024,exactly,per_instalment,3360.55,"$3,360.55",International fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2024S or 2024W,Instalment 8-15,international,2024,exactly,per_instalment,3360.55,"$3,360.55",International Continuing fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2023S or 2023W,Instalment 1-7,domestic,2023,exactly,per_instalment,2429.35,"$2,429.35",Domestic fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2023S or 2023W,Instalment 1-7,international,2023,exactly,per_instalment,16274.2,"$16,274.20",International fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2023S or 2023W,Instalment 8-15,domestic,2023,exactly,per_instalment,1912.84,"$1,912.84",Domestic fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2023S or 2023W,Instalment 8-15,domestic,2023,exactly,per_instalment,873.89,$873.89,Domestic Continuing fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2023S or 2023W,Instalment 8-15,international,2023,exactly,per_instalment,3360.55,"$3,360.55",International fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2023S or 2023W,Instalment 8-15,international,2023,exactly,per_instalment,3360.55,"$3,360.55",International Continuing fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2022W or earlier,Instalment 1-7,domestic,2022,or_earlier,per_instalment,2429.35,"$2,429.35",Domestic fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2022W or earlier,Instalment 1-7,international,2022,or_earlier,per_instalment,15964.21,"$15,964.21",International fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2022W or earlier,Instalment 8-15,domestic,2022,or_earlier,per_instalment,1912.84,"$1,912.84",Domestic fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2022W or earlier,Instalment 8-15,domestic,2022,or_earlier,per_instalment,873.89,$873.89,Domestic Continuing fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2022W or earlier,Instalment 8-15,international,2022,or_earlier,per_instalment,3360.55,"$3,360.55",International fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Specialized Doctoral Degree Programs,"[""Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences"", ""Instalments per year: 3"", ""Minimum # of instalments for program: 15""]",Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,2022W or earlier,Instalment 8-15,international,2022,or_earlier,per_instalment,3360.55,"$3,360.55",International Continuing fee per instalment,Combined Master of Physical Therapy and Doctor of Philosophy in Rehabilitation Sciences,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,,Full-time (Schedule A),domestic,,,per_instalment,1912.84,"$1,912.84",Domestic fee (per instalment),Full-time (Schedule A),,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,,Full-time (Schedule A),international,,,per_instalment,3360.55,"$3,360.55",International fee (per instalment)3,Full-time (Schedule A),,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,,Part-time (Schedule C),domestic,,,per_instalment,1407.31,"$1,407.31",Domestic fee (per instalment),Part-time (Schedule C),,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,,Part-time (Schedule C),international,,,per_instalment,2822.95,"$2,822.95",International fee (per instalment)3,Part-time (Schedule C),,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,,Continuing Fee1,domestic,,,per_instalment,873.89,$873.89,Domestic fee (per instalment),Continuing Fee,,
vancouver,doctoral,Doctoral,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/doctoral,Standard Doctoral Degree Program 15545-Standard-Doctoral-Degree,[],,,Extension Fee2,domestic,,,per_instalment,1227.4,"$1,227.40",Domestic fee (per instalment),Extension Fee,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2026S or 2026W,domestic,2026,exactly,per_instalment,2145.61,"$2,145.61",Domestic fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2026S or 2026W,domestic,2026,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2026S or 2026W,international,2026,exactly,per_instalment,18926.57,"$18,926.57",International fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2026S or 2026W,international,2026,exactly,per_instalment,18926.57,"$18,926.57",International continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2025S or 2025W,domestic,2025,exactly,per_instalment,2145.61,"$2,145.61",Domestic fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2025S or 2025W,domestic,2025,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2025S or 2025W,international,2025,exactly,per_instalment,18744.58,"$18,744.58",International fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2025S or 2025W,international,2025,exactly,per_instalment,18744.58,"$18,744.58",International continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2024S or 2024W,domestic,2024,exactly,per_instalment,2145.61,"$2,145.61",Domestic fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2024S or 2024W,domestic,2024,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2024S or 2024W,international,2024,exactly,per_instalment,18387.54,"$18,387.54",International fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2024S or 2024W,international,2024,exactly,per_instalment,18387.54,"$18,387.54",International continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2023W or earlier,domestic,2023,or_earlier,per_instalment,2145.61,"$2,145.61",Domestic fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2023W or earlier,domestic,2023,or_earlier,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2023W or earlier,international,2023,or_earlier,per_instalment,18037.3,"$18,037.30",International fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Architecture,Program entry year,2023W or earlier,international,2023,or_earlier,per_instalment,18037.3,"$18,037.30",International continuing fee per instalment,Master of Architecture,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2026S or 2026W,domestic,2026,exactly,per_instalment,1956.18,"$1,956.18",Domestic fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2026S or 2026W,domestic,2026,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2026S or 2026W,international,2026,exactly,per_instalment,4242.8,"$4,242.80",International fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2026S or 2026W,international,2026,exactly,per_instalment,4242.8,"$4,242.80",International continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2025S or 2025W,domestic,2025,exactly,per_instalment,1956.18,"$1,956.18",Domestic fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2025S or 2025W,domestic,2025,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2025S or 2025W,international,2025,exactly,per_instalment,4202.0,"$4,202.00",International fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2025S or 2025W,international,2025,exactly,per_instalment,4202.0,"$4,202.00",International continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2024S or 2024W,domestic,2024,exactly,per_instalment,1956.18,"$1,956.18",Domestic fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2024S or 2024W,domestic,2024,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2024S or 2024W,international,2024,exactly,per_instalment,4121.97,"$4,121.97",International fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2024S or 2024W,international,2024,exactly,per_instalment,4121.97,"$4,121.97",International continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2023W or earlier,domestic,2023,or_earlier,per_instalment,1956.18,"$1,956.18",Domestic fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2023W or earlier,domestic,2023,or_earlier,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2023W or earlier,international,2023,or_earlier,per_instalment,4043.47,"$4,043.47",International fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",Program entry year,2023W or earlier,international,2023,or_earlier,per_instalment,4043.47,"$4,043.47",International continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (full-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (part-time)",,,domestic,,,per_instalment,1126.09,"$1,126.09",Domestic fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (part-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (part-time)",,,domestic,,,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,"Master of Archival Studies, Master of Library and Information Studies, and Dual M.A.S./M.L.I.S. (part-time)",,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2026S or 2026W,domestic,2026,exactly,per_instalment,1912.84,"$1,912.84",Domestic fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2026S or 2026W,domestic,2026,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2026S or 2026W,international,2026,exactly,per_instalment,10797.91,"$10,797.91",International fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2026S or 2026W,international,2026,exactly,per_instalment,873.89,$873.89,International continuing fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2025S or 2025W,domestic,2025,exactly,per_instalment,1912.84,"$1,912.84",Domestic fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2025S or 2025W,domestic,2025,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2025S or 2025W,international,2025,exactly,per_instalment,10694.08,"$10,694.08",International fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2025S or 2025W,international,2025,exactly,per_instalment,873.89,$873.89,International continuing fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2024S or 2024W,domestic,2024,exactly,per_instalment,1912.84,"$1,912.84",Domestic fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2024S or 2024W,domestic,2024,exactly,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2024S or 2024W,international,2024,exactly,per_instalment,10490.38,"$10,490.38",International fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2024S or 2024W,international,2024,exactly,per_instalment,873.89,$873.89,International continuing fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2023W or earlier,domestic,2023,or_earlier,per_instalment,1912.84,"$1,912.84",Domestic fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2023W or earlier,domestic,2023,or_earlier,per_instalment,873.89,$873.89,Domestic continuing fee per instalment,Master of Arts in Economics,,
vancouver,masters,Master's,https://vancouver.calendar.ubc.ca/fees/tuition-fees/graduate/masters,Specialized Master's Degree Program,[],Master of Arts in Economics,Program entry year,2023W or earlier,international,2023,or_earlier,per_instalment,10290.57,"$10,290.57",International fee per instalment,Master of Arts in Economics,,
