ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10635,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2659 Fairview Crescent,49.263214,-123.240071
VAD10254,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2738 Fairview Crescent,49.263262,-123.239151
VAD10255,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2748 Fairview Crescent,49.263197,-123.239197
VAD10256,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2778 Fairview Crescent,49.262881,-123.238878
VAD10257,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2766 Fairview Crescent,49.262923,-123.238982
VAD10258,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2776 Fairview Crescent,49.262919,-123.238873
VAD11093,Totem Field Studios,Vancouver,V6T 1Z4,BC,VBL10223,CampusBuilding,CampusMail,2613 West Mall,49.256113,-123.249093
VAD11102,UBC Baseball Rose Indoor Training Centre,Vancouver,V6T 1Z4,BC,VBL10237,CampusBuilding,CampusMail,3085 Wesbrook Mall,49.256403,-123.239787
VAD11113,UBC Botanical Garden - Workshop (Trailer),Vancouver,V6T 1Z4,BC,VBL10005,CampusBuilding,CampusMail,6450 Stadium Road,49.254757,-123.247549
VAD11117,UBC Football Academic Centre,Vancouver,V6T 1Z4,BC,VBL10246,CampusBuilding,CampusMail,6298 Stadium Road,49.255266,-123.244936
VAD10777,West Mall Annex,Vancouver,V6T 1Z2,BC,VBL10283,CampusBuilding,CampusMail,1933 West Mall,49.266272,-123.257093
VAD10782,West Mall Swing Space Building,Vancouver,V6T 1Z4,BC,VBL10304,CampusBuilding,CampusMail,2175 West Mall,49.262899,-123.254319
VAD10810,Asian Centre,Vancouver,V6T 1Z2,BC,VBL10227,CampusBuilding,CampusMail,1871 West Mall,49.266831,-123.258459
VAD10820,Biomedical Research Centre,Vancouver,V6T 1Z3,BC,VBL10084,CampusBuilding,CampusMail,2222 Health Sciences Mall,49.264014,-123.24738
VAD10822,Building Operations Nursery,Vancouver,V6T 1W5,BC,VBL10337,CampusBuilding,CampusMail,6029 Nurseries Road,49.244229,-123.228868
VAD10824,Campus Energy Centre,Vancouver,V6T 1Z3,BC,VBL10339,CampusBuilding,CampusMail,6130 Agronomy Road,49.261804,-123.245283
VAD10259,Friedman Building,Vancouver,V6T 1Z3,BC,VBL10120,CampusBuilding,CampusMail,2177 Wesbrook Mall,49.265574,-123.245942
VAD10308,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2757 Fairview Crescent,49.262639,-123.239111
VAD10309,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2753 Fairview Crescent,49.26263,-123.239208
VAD10310,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2745 Fairview Crescent,49.262629,-123.239256
VAD10311,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2743 Fairview Crescent,49.262675,-123.23924
VAD10312,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2747 Fairview Crescent,49.262616,-123.239279
VAD10313,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2749 Fairview Crescent,49.262614,-123.239268
VAD10314,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2751 Fairview Crescent,49.262611,-123.239238
VAD10315,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2755 Fairview Crescent,49.262642,-123.239139
VAD10316,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2741 Fairview Crescent,49.262696,-123.239259
VAD10319,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2735 Fairview Crescent,49.262722,-123.239357
VAD10320,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2739 Fairview Crescent,49.262712,-123.239331
VAD10321,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2731 Fairview Crescent,49.262742,-123.239323
VAD10322,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2733 Fairview Crescent,49.262738,-123.239352
VAD10323,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2729 Fairview Crescent,49.262792,-123.239297
VAD10329,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2717 Fairview Crescent,49.263004,-123.239398
VAD10324,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2721 Fairview Crescent,49.262954,-123.239343
VAD10325,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2727 Fairview Crescent,49.262841,-123.239326
VAD10326,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2723 Fairview Crescent,49.262914,-123.23932
VAD10327,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2725 Fairview Crescent,49.262891,-123.239373
VAD10328,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2713 Fairview Crescent,49.263025,-123.239412
VAD10330,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2719 Fairview Crescent,49.262972,-123.239358
VAD10331,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2711 Fairview Crescent,49.263059,-123.239429
VAD10332,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2715 Fairview Crescent,49.262992,-123.239455
VAD10333,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2699 Fairview Crescent,49.26313,-123.239495
VAD10334,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2701 Fairview Crescent,49.263133,-123.239534
VAD10335,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2703 Fairview Crescent,49.26311,-123.239544
VAD10336,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2705 Fairview Crescent,49.2631,-123.239541
VAD10337,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2709 Fairview Crescent,49.263079,-123.239446
VAD10338,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2707 Fairview Crescent,49.263103,-123.239513
VAD10339,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2697 Fairview Crescent,49.263157,-123.239451
VAD10340,Fairview Crescent Residence (Unit 17),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2693 Fairview Crescent,49.263247,-123.23953
VAD10287,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2742 Fairview Crescent,49.263246,-123.239103
VAD10288,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2752 Fairview Crescent,49.263123,-123.239132
VAD10289,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2754 Fairview Crescent,49.263087,-123.23917
VAD10290,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2750 Fairview Crescent,49.263167,-123.239168
VAD10636,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2663 Fairview Crescent,49.263279,-123.240127
VAD10637,Fairview Crescent Residence (Unit 21) ,Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2653 Fairview Crescent,49.263207,-123.240137
VAD10638,Fairview Crescent Residence (Unit 22),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2645 Fairview Crescent,49.26314,-123.24025
VAD10639,Fairview Crescent Residence (Unit 22),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2649 Fairview Crescent,49.26321,-123.240202
VAD10640,Fairview Crescent Residence (Unit 22),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2647 Fairview Crescent,49.263202,-123.240226
VAD10642,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2641 Fairview Crescent,49.263085,-123.240428
VAD10643,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2631 Fairview Crescent,49.263017,-123.240429
VAD10644,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2629 Fairview Crescent,49.263027,-123.240486
VAD10645,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2633 Fairview Crescent,49.263001,-123.240389
VAD10291,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2756 Fairview Crescent,49.263047,-123.239152
VAD10292,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2758 Fairview Crescent,49.263028,-123.239136
VAD10293,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2762 Fairview Crescent,49.263012,-123.239041
VAD10294,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2760 Fairview Crescent,49.263017,-123.239127
VAD10295,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2764 Fairview Crescent,49.262957,-123.239007
VAD10297,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2770 Fairview Crescent,49.262955,-123.238895
VAD10298,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2768 Fairview Crescent,49.26293,-123.238914
VAD10299,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2746 Fairview Crescent,49.263234,-123.239166
VAD10300,Fairview Crescent Residence (Unit 10),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2798 Fairview Crescent,49.262638,-123.238701
VAD10646,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2635 Fairview Crescent,49.263009,-123.240382
VAD10647,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2637 Fairview Crescent,49.263033,-123.240366
VAD10648,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2639 Fairview Crescent,49.263044,-123.240397
VAD10649,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2625 Fairview Crescent,49.262987,-123.240543
VAD10650,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2615 Fairview Crescent,49.263016,-123.240633
VAD10652,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2623 Fairview Crescent,49.262956,-123.240556
VAD10653,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2617 Fairview Crescent,49.262998,-123.240585
VAD10654,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2619 Fairview Crescent,49.262969,-123.240603
VAD10655,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2627 Fairview Crescent,49.263019,-123.240517
VAD10301,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2765 Fairview Crescent,49.262586,-123.238999
VAD10302,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2767 Fairview Crescent,49.262607,-123.239009
VAD10303,Fairview Crescent Residence (Unit 10),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2804 Fairview Crescent,49.262558,-123.238589
VAD10306,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2761 Fairview Crescent,49.26259,-123.239056
VAD10461,Fairview Crescent Residence (Unit 29),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2638 Fairview Crescent,49.263347,-123.24044
VAD10462,Fairview Crescent Residence (Unit 29),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2636 Fairview Crescent,49.263307,-123.240497
VAD10463,Fairview Crescent Residence (Unit 30),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2648 Fairview Crescent,49.263403,-123.240281
VAD10464,Fairview Crescent Residence (Unit 29),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2640 Fairview Crescent,49.263314,-123.240385
VAD10465,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2728 Fairview Crescent,49.263362,-123.239191
VAD10466,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2726 Fairview Crescent,49.263343,-123.239257
VAD10467,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2724 Fairview Crescent,49.26338,-123.239288
VAD10468,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2734 Fairview Crescent,49.26329,-123.239214
VAD10469,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2732 Fairview Crescent,49.263326,-123.239231
VAD10513,Acadia Park Residence - Melfa Lane (2632),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2632 Melfa Lane,49.263684,-123.236483
VAD10514,Acadia Park Residence - Melfa Lane (2626),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2626 Melfa Lane,49.263757,-123.236632
VAD10515,Acadia Park Residence - Pearkes Lane (2511),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2511 Pearkes Lane,49.264489,-123.239631
VAD10516,Acadia Park Residence - Pearkes Lane (2513),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2513 Pearkes Lane,49.264442,-123.239597
VAD10517,Acadia Park Residence - Tennis Crescent (2640),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2640 Tennis Crescent,49.263558,-123.237642
VAD10518,Acadia Park Residence - Melfa Lane (2516),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2516 Melfa Lane,49.264906,-123.237607
VAD10519,Acadia Park Residence - Tennis Crescent (2628),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2628 Tennis Crescent,49.263752,-123.23785
VAD10522,Acadia Park Residence - Melfa Lane (2506),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2506 Melfa Lane,49.265172,-123.237697
VAD10525,Acadia Park Residence - Melfa Lane (2507),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2507 Melfa Lane,49.264871,-123.237783
VAD10526,Acadia Park Residence - Tennis Crescent (2642),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2642 Tennis Crescent,49.263564,-123.237602
VAD10527,Acadia Park Residence - Pearkes Lane (2509),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2509 Pearkes Lane,49.264519,-123.23965
VAD10565,Fairview Crescent Residence (Unit 1),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2712 Fairview Crescent,49.263547,-123.23941
VAD10231,Fairview Crescent Residence (Unit 31),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2658 Fairview Crescent,49.263512,-123.240179
VAD10232,Fairview Crescent Residence (Unit 32),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2674 Fairview Crescent,49.263573,-123.239899
VAD10233,Fairview Crescent Residence (Unit 32),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2668 Fairview Crescent,49.263529,-123.240022
VAD10577,Acadia Park Residence - Yalta Place (5506),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5506 Yalta Place,49.264325,-123.237344
VAD10566,Fairview Crescent Residence (Unit 1),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2714 Fairview Crescent,49.263506,-123.239392
VAD10567,Fairview Crescent Residence (Unit 1),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2710 Fairview Crescent,49.263582,-123.239373
VAD10568,Fairview Crescent Residence (Unit 10),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2802 Fairview Crescent,49.262624,-123.238608
VAD10471,Fairview Crescent Residence (Unit 30),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2650 Fairview Crescent,49.263429,-123.240189
VAD10494,Acadia Park Residence - Melfa Lane (2628),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2628 Melfa Lane,49.263811,-123.236479
VAD10495,Acadia Park Residence - Melfa Lane (2630),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2630 Melfa Lane,49.263721,-123.236517
VAD10496,Acadia Park Residence - Melfa Lane (2640),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2640 Melfa Lane,49.263446,-123.236397
VAD10497,Acadia Park Residence - Montgomery Place (5608),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5608 Montgomery Place,49.264813,-123.238349
VAD10498,Acadia Park Residence - Yalta Place (5649),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5649 Yalta Place,49.264004,-123.238986
VAD10499,Acadia Park Residence - Melfa Lane (2522),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2522 Melfa Lane,49.264798,-123.237367
VAD10500,Acadia Park Residence - Yalta Place (5621),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5621 Yalta Place,49.264307,-123.238341
VAD10501,Acadia Park Residence - Pearkes Lane (2505),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2505 Pearkes Lane,49.264584,-123.239718
VAD10502,Acadia Park Residence - Montgomery Place (5604),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5604 Montgomery Place,49.264869,-123.238252
VAD10503,Acadia Park Residence - Tennis Crescent (2641),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2641 Tennis Crescent,49.263513,-123.237817
VAD10504,Acadia Park Residence - Melfa Lane (2613),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2613 Melfa Lane,49.263933,-123.236997
VAD10505,Acadia Park Residence - Melfa Lane (2638),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2638 Melfa Lane,49.263526,-123.236463
VAD10506,Acadia Park Residence - Melfa Lane (2606),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2606 Melfa Lane,49.26446,-123.237097
VAD10508,Acadia Park Residence - Tennis Crescent (2659),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2659 Tennis Crescent,49.263068,-123.237572
VAD10509,Acadia Park Residence - Yalta Place (5618),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5618 Yalta Place,49.263959,-123.238029
VAD10510,Acadia Park Residence - Tennis Crescent (2646),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2646 Tennis Crescent,49.263463,-123.237443
VAD10511,Acadia Park Residence - Pearkes Lane (2517),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2517 Pearkes Lane,49.26438,-123.239533
VAD10512,Acadia Park Residence - Melfa Lane (2627),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2627 Melfa Lane,49.263686,-123.236849
VAD10341,Fairview Crescent Residence (Unit 17),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2695 Fairview Crescent,49.263194,-123.239474
VAD10342,Fairview Crescent Residence (Unit 17),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2691 Fairview Crescent,49.263267,-123.239483
VAD10343,Fairview Crescent Residence (Unit 17),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2689 Fairview Crescent,49.263305,-123.239495
VAD10344,Fairview Crescent Residence (Unit 18),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2687 Fairview Crescent,49.263326,-123.239513
VAD10345,Fairview Crescent Residence (Unit 8),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2786 Fairview Crescent,49.262806,-123.238823
VAD10346,Fairview Crescent Residence (Unit 8),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2784 Fairview Crescent,49.262845,-123.238789
VAD10347,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2774 Fairview Crescent,49.262946,-123.238852
VAD10348,Fairview Crescent Residence (Unit 8),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2782 Fairview Crescent,49.262825,-123.238844
VAD10349,Fairview Crescent Residence (Unit 8),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2780 Fairview Crescent,49.262855,-123.23888
VAD10351,Fairview Crescent Residence (Unit 9),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2788 Fairview Crescent,49.262765,-123.238805
VAD10352,Fairview Crescent Residence (Unit 9),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2796 Fairview Crescent,49.262656,-123.238715
VAD10353,Fairview Crescent Residence (Unit 9),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2790 Fairview Crescent,49.262716,-123.238751
VAD10354,Fairview Crescent Residence (Unit 9),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2794 Fairview Crescent,49.262695,-123.238737
VAD10355,Fairview Crescent Residence - Beanery (Unit 1),Vancouver,V6T 2B9,BC,VBL10193,Commercial,CampusMail,2706 Fairview Crescent,49.263599,-123.239468
VAD10456,Fairview Crescent Residence (Unit 31),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2652 Fairview Crescent,49.263454,-123.240112
VAD10457,Fairview Crescent Residence (Unit 31),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2656 Fairview Crescent,49.263502,-123.240184
VAD10458,Fairview Crescent Residence (Unit 31),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2660 Fairview Crescent,49.263529,-123.240171
VAD10460,Fairview Crescent Residence (Unit 29),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2642 Fairview Crescent,49.263333,-123.240328
VAD10611,Fairview Crescent Residence (Unit 19),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2677 Fairview Crescent,49.263384,-123.239807
VAD10612,Fairview Crescent Residence (Unit 19),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2679 Fairview Crescent,49.263429,-123.239752
VAD10618,Fairview Crescent Residence (Unit 19),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2673 Fairview Crescent,49.263404,-123.239904
VAD10619,Fairview Crescent Residence (Unit 2),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2716 Fairview Crescent,49.263487,-123.239376
VAD10620,Fairview Crescent Residence (Unit 2),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2718 Fairview Crescent,49.263455,-123.239342
VAD10621,Fairview Crescent Residence (Unit 2),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2722 Fairview Crescent,49.263409,-123.239312
VAD10796,Westchester (D1),Vancouver,V6T 2J9,BC,VBL10220,Residential,CanadaPost,2568 West Mall,49.257446,-123.249503
VAD10267,Folio - Townhouse (A1),Vancouver,V6T 2L5,BC,VBL10316,NeighbourhoodBldg,CanadaPost,5962 Chancellor Mews,49.272301,-123.250196
VAD10019,Indian Residential School History and Dialogue Centre (IRSHDC),Vancouver,V6T 1Z1,BC,VBL10109,CampusBuilding,CampusMail,1985 Learners' Walk,49.267101,-123.253601
VAD10813,Azalea House,Vancouver,V6T 0B9,BC,VBL10133,NeighbourhoodBldg,CanadaPost,6388 Hawthorn Lane,49.257825,-123.249826
VAD10284,Folio - Duplex (1A),Vancouver,V6T 0A1,BC,VBL10291,NeighbourhoodBldg,CanadaPost,5998 Chancellor Boulevard,49.272349,-123.251127
VAD10784,Westchester (A1),Vancouver,V6T 2J9,BC,VBL10220,Residential,CanadaPost,2598 West Mall,49.256884,-123.249047
VAD11118,UBC Tennis Centre,Vancouver,V6T 1Z3,BC,VBL10090,CampusBuilding,CampusMail,6160 Thunderbird Boulevard,49.25969,-123.243612
VAD10269,Folio - Duplex (2D),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5982 Chancellor Boulevard,49.272496,-123.250744
VAD10010,Hawthorn Green (E2),Vancouver,V6T 2J6,BC,VBL10144,Residential,CanadaPost,6318 Hawthorn Lane,49.258314,-123.24838
VAD10410,Somerset (A1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6360 Larkin Drive,49.256906,-123.248157
VAD10185,Nine on the Park (1),Vancouver,V6T 0A3,BC,VBL10158,Residential,CanadaPost,6298 Eagles Drive,49.259442,-123.247265
VAD10271,Folio - Duplex (3F),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5972 Chancellor Boulevard,49.272575,-123.250493
VAD10036,Logan Lane (C14),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6226 Logan Lane,49.259137,-123.246122
VAD10272,Folio - Duplex (4G),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5968 Chancellor Boulevard,49.272605,-123.250389
VAD10535,Chancellor Hall - Townhome (2),Vancouver,V6T 2L5,BC,VBL10271,Residential,CanadaPost,5980 Chancellor Mews,49.272213,-123.250447
VAD10435,St Mark's Duplex (8B),Vancouver,V6T 0A1,BC,VBL10279,Residential,CanadaPost,5908 Chancellor Boulevard,49.272864,-123.249167
VAD10432,St Mark's Duplex (7A),Vancouver,V6T 0A1,BC,VBL10279,Residential,CanadaPost,5912 Chancellor Boulevard,49.272847,-123.249255
VAD10275,Folio - Townhouse (A2),Vancouver,V6T 2L5,BC,VBL10316,Residential,CanadaPost,5966 Chancellor Mews,49.272279,-123.250259
VAD10283,Folio - Townhouse (A3),Vancouver,V6T 2L5,BC,VBL10316,Residential,CanadaPost,5968 Chancellor Mews,49.272258,-123.250319
